customer_id,risk_score,risk_bucket
C4767,0.5006305303551659,Medium Risk
C9132,0.6376432094025837,Medium Risk
C6163,0.3489072535380275,Low Risk
C2466,0.3360765191475945,Low Risk
C1637,0.48056056635022104,Medium Risk
C4700,0.6112564079394548,Medium Risk
C8701,0.6060381128469908,Medium Risk
C4974,0.47270249135598086,Medium Risk
C5797,0.47153003480816047,Medium Risk
C2260,0.5766176658609051,Medium Risk
C6512,0.2981405147439409,Low Risk
C4906,0.40722306061591695,Medium Risk
C7302,0.33690763511879024,Low Risk
C4276,0.5518366523226846,Medium Risk
C9912,0.40389457496433423,Medium Risk
C5785,0.620630169340003,Medium Risk
C4834,0.6480859418885788,Medium Risk
C2816,0.6102435613187224,Medium Risk
C8735,0.5628621837888325,Medium Risk
C3109,0.7274245974079026,High Risk
C5713,0.48061275309167584,Medium Risk
C2679,0.40827430825619915,Medium Risk
C5070,0.33433793695935804,Low Risk
C9696,0.2958875963859793,Low Risk
C2339,0.5734448139162353,Medium Risk
C2347,0.4077956969093399,Medium Risk
C4167,0.3346271756646367,Low Risk
C2555,0.6710128049209803,High Risk
C5661,0.5672402433156982,Medium Risk
C8158,0.6053716015803998,Medium Risk
C5072,0.5195853724315435,Medium Risk
C5683,0.7272322766111159,High Risk
C3663,0.709078591532259,High Risk
C1030,0.32267280875348714,Low Risk
C2504,0.5577884069774904,Medium Risk
C6314,0.4018635720077777,Medium Risk
C1216,0.5264899585907074,Medium Risk
C6034,0.5311515715018412,Medium Risk
C4185,0.6406933760308386,Medium Risk
C8336,0.4473996358643996,Medium Risk
C8850,0.5470114996200736,Medium Risk
C9715,0.6426966708930153,Medium Risk
C7642,0.3176055494939715,Low Risk
C2580,0.49350856595894876,Medium Risk
C9568,0.33738101027824596,Low Risk
C5983,0.39551126712365325,Medium Risk
C3455,0.6174991886557816,Medium Risk
C7110,0.5793480684318558,Medium Risk
C7556,0.732089848426403,High Risk
C2937,0.3354348620880391,Low Risk
C8808,0.47731323971384665,Medium Risk
C8528,0.7432235467423429,High Risk
C7991,0.37258142926963744,Medium Risk
C8521,0.35150471700933344,Medium Risk
C2489,0.6179321712826136,Medium Risk
C3200,0.4493126730873931,Medium Risk
C5806,0.4339335596886548,Medium Risk
C6781,0.319695870614071,Low Risk
C1603,0.4777992524244231,Medium Risk
C8004,0.5191067272124193,Medium Risk
C9537,0.4224960054610405,Medium Risk
C2781,0.5683955527670068,Medium Risk
C9251,0.3899078237490494,Medium Risk
C9676,0.43235743268786564,Medium Risk
C4959,0.4084222506574333,Medium Risk
C6142,0.6459064239633834,Medium Risk
C3253,0.33916365262366166,Low Risk
C2815,0.5380592458864459,Medium Risk
C8364,0.45654444963433227,Medium Risk
C6974,0.4395901571278328,Medium Risk
C6019,0.6066228847556294,Medium Risk
C3510,0.3371141672192448,Low Risk
C8390,0.5538545916350294,Medium Risk
C2904,0.7381315017595119,High Risk
C1461,0.5803052027199422,Medium Risk
C9674,0.5632114918859878,Medium Risk
C2990,0.7010928151129785,High Risk
C7905,0.4286719850951813,Medium Risk
C7743,0.534909894113379,Medium Risk
C1868,0.39837543074137594,Medium Risk
C7725,0.4045960757754802,Medium Risk
C5001,0.6408801211444326,Medium Risk
C3032,0.4508654514682584,Medium Risk
C3940,0.5268721739394551,Medium Risk
C9069,0.6881694975871704,High Risk
C4649,0.3703295432116212,Medium Risk
C4888,0.40676841191280855,Medium Risk
C5798,0.6994270147630393,High Risk
C9305,0.3042859011177964,Low Risk
C7733,0.4250556657288812,Medium Risk
C3365,0.495362164647718,Medium Risk
C8258,0.4155692073395266,Medium Risk
C2687,0.3942734889788223,Medium Risk
C6002,0.3887391827296436,Medium Risk
C7223,0.5462132180507339,Medium Risk
C9137,0.4756696901008664,Medium Risk
C5313,0.6892341261897084,High Risk
C2029,0.5168488365631017,Medium Risk
C6447,0.6258329927471818,Medium Risk
C6487,0.47935563461442154,Medium Risk
C1653,0.7023973485346142,High Risk
C8192,0.4452606542480082,Medium Risk
C7436,0.29214233914573806,Low Risk
C9781,0.6875058272257978,High Risk
C5246,0.5499418338697543,Medium Risk
C4828,0.6606587290592139,High Risk
C1296,0.48929282377469546,Medium Risk
C4524,0.4058520636150321,Medium Risk
C1589,0.6983898117262134,High Risk
C3364,0.6800991965566421,High Risk
C6308,0.3256689009943353,Low Risk
C2280,0.6240094397877822,Medium Risk
C4490,0.5539629610483905,Medium Risk
C1598,0.524733494771235,Medium Risk
C5157,0.46294232097421967,Medium Risk
C9121,0.5253018876833875,Medium Risk
C1675,0.65309789366266,High Risk
C5833,0.6580184535554433,High Risk
C7260,0.6030543045946821,Medium Risk
C2118,0.45031435870932557,Medium Risk
C3590,0.48407942892302713,Medium Risk
C2985,0.3209432234181013,Low Risk
C6289,0.5309239432797315,Medium Risk
C4336,0.47325076548806855,Medium Risk
C3783,0.43643650625262376,Medium Risk
C7490,0.6737278042795719,High Risk
C9983,0.39918330329578694,Medium Risk
C4540,0.5485177613875869,Medium Risk
C8388,0.5107145716754073,Medium Risk
C4819,0.345076518833452,Low Risk
C8103,0.5791171825600223,Medium Risk
C7008,0.4593909185381901,Medium Risk
C2395,0.46534796076567175,Medium Risk
C9660,0.3346229745609045,Low Risk
C1543,0.5984566480228494,Medium Risk
C3142,0.6024822535385908,Medium Risk
C9821,0.5168975327482761,Medium Risk
C7981,0.5913775333388863,Medium Risk
C7911,0.578893262012841,Medium Risk
C8022,0.6781653898558259,High Risk
C5243,0.5035556652639346,Medium Risk
C4033,0.3606516712021459,Medium Risk
C7262,0.4164420304341855,Medium Risk
C7421,0.39795956104912317,Medium Risk
C5478,0.5387430993158343,Medium Risk
C6870,0.3629749250056173,Medium Risk
C8187,0.5313951762818595,Medium Risk
C8407,0.44662929883681873,Medium Risk
C1542,0.710194263949677,High Risk
C8102,0.3304519720474242,Low Risk
C6264,0.7041069300780828,High Risk
C5537,0.7026290277246409,High Risk
C2838,0.5959491458810895,Medium Risk
C6703,0.5680484553727502,Medium Risk
C3765,0.3455457019164795,Low Risk
C9692,0.3825001395184344,Medium Risk
C1435,0.33028066214257973,Low Risk
C9204,0.47042865123918354,Medium Risk
C6685,0.6490327368777475,Medium Risk
C6136,0.3062912315217433,Low Risk
C7940,0.3863306648466945,Medium Risk
C1344,0.5899587191183534,Medium Risk
C3479,0.4728225740740807,Medium Risk
C6905,0.5133422472721436,Medium Risk
C1380,0.5570751986688101,Medium Risk
C8641,0.5419296032192211,Medium Risk
C7065,0.6334084121714094,Medium Risk
C6745,0.4879985790476799,Medium Risk
C9226,0.5343444996794375,Medium Risk
C4179,0.4779210743057276,Medium Risk
C4591,0.5850504871412238,Medium Risk
C1143,0.36658202119362,Medium Risk
C8935,0.3149848206931668,Low Risk
C1429,0.4525017408926081,Medium Risk
C2591,0.5225366683025254,Medium Risk
C1293,0.3698756227869562,Medium Risk
C1916,0.4475864774841591,Medium Risk
C9386,0.5529224582872927,Medium Risk
C3734,0.6062935831682533,Medium Risk
C9248,0.5564238023125074,Medium Risk
C5270,0.4776534620967564,Medium Risk
C8970,0.4724218164528338,Medium Risk
C8356,0.35168993856846237,Medium Risk
C6322,0.29504679265985123,Low Risk
C5077,0.6905839713171555,High Risk
C3638,0.43498402816781,Medium Risk
C9176,0.5424835647794927,Medium Risk
C3282,0.37134511186002706,Medium Risk
C8581,0.4641509354870058,Medium Risk
C7035,0.5023409021498462,Medium Risk
C6746,0.3467996457452092,Low Risk
C4078,0.4015300341812533,Medium Risk
C5505,0.6374245017413049,Medium Risk
C4937,0.6613680725680503,High Risk
C2091,0.5326152985113756,Medium Risk
C7097,0.3641222573062435,Medium Risk
C9229,0.5119132949752593,Medium Risk
C4673,0.39719917902873,Medium Risk
C1958,0.42144029333018335,Medium Risk
C1511,0.3054667372843507,Low Risk
C9000,0.6744189999505381,High Risk
C3094,0.5726763435331804,Medium Risk
C1751,0.4597873306899751,Medium Risk
C7956,0.4275272429282142,Medium Risk
C3284,0.6658326552891145,High Risk
C8097,0.48758502672120907,Medium Risk
C4746,0.30912607497708106,Low Risk
C9013,0.4952153072986953,Medium Risk
C3153,0.3974500860335453,Medium Risk
C9400,0.394504564241368,Medium Risk
C4349,0.3912345178142719,Medium Risk
C5260,0.6594527551196231,High Risk
C4760,0.6421290622776799,Medium Risk
C7116,0.5919723600383585,Medium Risk
C5538,0.6593710161521535,High Risk
C1247,0.6561793209019314,High Risk
C4799,0.5442879632754756,Medium Risk
C1585,0.3433360258427847,Low Risk
C4052,0.38690216131695254,Medium Risk
C2726,0.5668311241437131,Medium Risk
C7860,0.6656241332472284,High Risk
C6126,0.6958294986903015,High Risk
C3511,0.5553324265462696,Medium Risk
C2266,0.408119020420129,Medium Risk
C4401,0.3624043602382892,Medium Risk
C5667,0.6986244443477917,High Risk
C1528,0.44678531907604296,Medium Risk
C3776,0.3508909968184344,Medium Risk
C9355,0.49583825200548576,Medium Risk
C9009,0.6318609603286809,Medium Risk
C9665,0.6424280559833533,Medium Risk
C5649,0.423731250361397,Medium Risk
C9045,0.48969275690233377,Medium Risk
C3295,0.5119670107993695,Medium Risk
C1713,0.652272548441881,High Risk
C4957,0.33986126009540546,Low Risk
C7128,0.4874203225003096,Medium Risk
C1078,0.49835917151338177,Medium Risk
C3964,0.49352909043514404,Medium Risk
C8139,0.46408781678455585,Medium Risk
C8206,0.6207545962915,Medium Risk
C6057,0.610594022310225,Medium Risk
C2390,0.6056622570832005,Medium Risk
C4646,0.6007762402947474,Medium Risk
C2094,0.3645654034945648,Medium Risk
C7428,0.4678604098847742,Medium Risk
C6439,0.5523980666030028,Medium Risk
C6091,0.35230402715652126,Medium Risk
C8216,0.37239071252193223,Medium Risk
C3233,0.5045510211541051,Medium Risk
C5517,0.4239465583112053,Medium Risk
C2388,0.3380746179419865,Low Risk
C9374,0.32910096585484333,Low Risk
C5978,0.3745463967076616,Medium Risk
C6877,0.47900254561646316,Medium Risk
C4340,0.3619055643306344,Medium Risk
C7408,0.5039039248690682,Medium Risk
C1797,0.4618757343913692,Medium Risk
C6947,0.43604705179494263,Medium Risk
C1373,0.4867897531973538,Medium Risk
C1816,0.3664548121739808,Medium Risk
C1744,0.33750345943480553,Low Risk
C4148,0.6722894827628276,High Risk
C7261,0.6302007347661406,Medium Risk
C8281,0.571613285231393,Medium Risk
C8993,0.3054550341156841,Low Risk
C7817,0.6373631803342675,Medium Risk
C8936,0.5045308689620678,Medium Risk
